Rank,Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
183,renatongarcia,"Películas, Animación",27200000.0,Brasil,748200.0,68800.0,833.0,http://youtube.com/channel/UChMJkHCD2wdvSO7CMOuLR-w
184,toypudding,,27100000.0,Estados Unidos,0.0,0.0,0.0,http://youtube.com/channel/UCKqx9r4mrFglauNBJc1L_eg
185,dbillions,"Música y baile, Animación",27100000.0,Unknown,1000000.0,651.0,0.0,http://youtube.com/channel/UCi3onjs7UU2Z64i3RrVci-Q
186,Netflix,"Películas, Animación",27000000.0,Estados Unidos,202600.0,2200.0,176.0,http://youtube.com/channel/UCWOA1ZGywLbqmigxE4Qlvuw
187,RaffyTulfoInAction,Noticias y Política,26800000.0,Filipinas,398300.0,5300.0,443.0,http://youtube.com/channel/UCxhygwqQ1ZMoBGQM2yEcNug
188,enchufetv,,26800000.0,Ecuador,34300.0,4300.0,17.0,http://youtube.com/channel/UCoGDh1Xa3kUCpok24JN5DKA
189,mujjuu___14,,26800000.0,India,4500000.0,144000.0,150.0,http://youtube.com/channel/UCHUu2HAnogpaK2UmTSJT8jg
190,indosiar,"Música y baile, Películas",26700000.0,Indonesia,18800.0,471.0,24.0,http://youtube.com/channel/UCYqOeAXJm8yV9sJ8Ud3cR7A
191,SpiderSlack,,26600000.0,Brasil,532500.0,37700.0,192.0,http://youtube.com/channel/UCtiddfzHXNevG-yYe5vc_4Q
192,worldstarhiphop,Música y baile,26600000.0,Estados Unidos,40300.0,993.0,127.0,http://youtube.com/channel/UC-yXuc1__OzjwpsJPlxYUCQ
193,smosh,"Películas, Humor",26300000.0,Estados Unidos,289100.0,21300.0,214.0,http://youtube.com/channel/UCY30JRSgfhYXA6i6xX1erWg
194,1MILLION_Dance,,26300000.0,India,35300.0,1800.0,20.0,http://youtube.com/channel/UCw8ZhLPdQ0u_Y-TLKd61hGA
195,dianaandromahin8102,"Animación, Juguetes",26200000.0,Unknown,109000.0,322.0,0.0,http://youtube.com/channel/UC5ma-WCc8jNCV0WyRnfbHTg
196,nickiminaj,Música y baile,26100000.0,Estados Unidos,1600000.0,98300.0,7600.0,http://youtube.com/channel/UC3jOd7GUMhpgJRBhiLzuLsg
197,mariliamendoncareal,Música y baile,26100000.0,Brasil,0.0,0.0,0.0,http://youtube.com/channel/UCwfEOn0O1DWcyTgzVVu28ig
198,TheLallantop,Noticias y Política,26000000.0,India,30800.0,822.0,52.0,http://youtube.com/channel/UCx8Z14PpntdaxCt2hakbQLQ
199,AGT,"Música y baile, Películas",25900000.0,Estados Unidos,186800.0,3100.0,197.0,http://youtube.com/channel/UCT2X19JJaJGUN7mrYuImANQ
200,davidguetta,Música y baile,25900000.0,Brasil,0.0,0.0,0.0,http://youtube.com/channel/UC1l7wYrva1qCH-wgqcHaaRg
201,ThatLittlePuff,,25900000.0,Estados Unidos,5100000.0,299000.0,573.0,http://youtube.com/channel/UClFN9LShD_Pv0wnSeUKbUZw
202,postmalone,Música y baile,25900000.0,Estados Unidos,223100.0,13100.0,526.0,http://youtube.com/channel/UCeLHszkByNZtPKcaVXOCOQQ
203,VanossGaming,"Animación, Videojuegos",25900000.0,Estados Unidos,1300000.0,56500.0,1100.0,http://youtube.com/channel/UCKqH_9mk1waLgBiL2vT5b9g
204,DanielLaBelle,,25900000.0,Estados Unidos,1700000.0,130100.0,892.0,http://youtube.com/channel/UCb8vrqP8Z7Oz9ZTYvUtjUHQ
205,abp_live,Noticias y Política,25800000.0,India,2300.0,49.0,1.0,http://youtube.com/channel/UCmphdqZNmqL72WJ2uyiNw5w
206,LosPolinesios,"Música y baile, Películas",25700000.0,México,1400000.0,38400.0,866.0,http://youtube.com/channel/UCs8qka8tfhdc69wzXYdtZ3A
207,AlejoIgoa,Animación,25700000.0,Argentina,5700000.0,208400.0,1700.0,http://youtube.com/channel/UCZs0WwC0Dn_noiQE2BHSTKg
208,ZHCYT,"Diseño/arte, DIY y Life Hacks",25700000.0,Estados Unidos,2600000.0,127300.0,2200.0,http://youtube.com/channel/UClQubH2NeMmGLTLgNdLBwXg
209,RansEntertainment,Películas,25700000.0,Indonesia,365500.0,11400.0,399.0,http://youtube.com/channel/UCvA9_f5Lwk-poMynabtrZPg
210,wbkids,"Películas, Animación",25700000.0,Unknown,76100.0,699.0,0.0,http://youtube.com/channel/UC9trsD1jCTXXtN3xIOIU8gg
211,coldplay,Música y baile,25500000.0,Estados Unidos,66900.0,3700.0,81.0,http://youtube.com/channel/UCDPM_n1atn2ijUwHd0NNRQw
212,ChrisBrownTV,Música y baile,25500000.0,Estados Unidos,102000.0,9700.0,354.0,http://youtube.com/channel/UCcYrdFJF7hmPXRNaWdrko4w
213,MarkRober,Ciencia y tecnología,25500000.0,Estados Unidos,479200.0,31700.0,329.0,http://youtube.com/channel/UCY1kMZp36IQSyNx_9h4mpCg
214,danrhodes,"Películas, Humor",25500000.0,Estados Unidos,414500.0,19300.0,131.0,http://youtube.com/channel/UC6D1L2vxEAg_Vi0JSxMBDgA
215,TRANS7Official,"Películas, Humor",25400000.0,Indonesia,1600.0,29.0,2.0,http://youtube.com/channel/UC24_Z2L-8Ki183AI9zJJzNQ
216,WatchMojo,"Películas, Animación",25100000.0,Estados Unidos,46700.0,1400.0,195.0,http://youtube.com/channel/UCaWd5_7JhbQBe4dknZhsHJg
217,LeoNataFamily,,25000000.0,Estados Unidos,2100000.0,42100.0,46.0,http://youtube.com/channel/UCMsPm8-25ygqRrRe9_s1WFw
218,kidstv,Juguetes,25000000.0,Unknown,132600.0,1600.0,0.0,http://youtube.com/channel/UC7Pq3Ko42YpkCB_Q4E981jw
219,ChloeTing,"Fitness, Salud y autoayuda",24900000.0,Estados Unidos,192700.0,7900.0,621.0,http://youtube.com/channel/UCCgLoMYIyP0U56dEhEL1wXQ
220,PrestonYT,"Videojuegos, Humor",24900000.0,Estados Unidos,1300000.0,36100.0,287.0,http://youtube.com/channel/UC70Dib4MvFfT1tU6MqeyHpQ
221,topperguild,"Animación, Humor",24900000.0,Estados Unidos,1800000.0,77600.0,838.0,http://youtube.com/channel/UCPuEAY09CtdTzFNWuqVZgDw
222,akshaynagwadiya,,24900000.0,India,3100000.0,143500.0,288.0,http://youtube.com/channel/UCz7PhJtc2G8Sre2vCLfmqAw
223,PenMovies,"Películas, Animación",24800000.0,India,59800.0,1200.0,25.0,http://youtube.com/channel/UC3ar28GS6o1p0m_wabfk2zw
224,likenastyaae,,24800000.0,Unknown,587400.0,3200.0,0.0,http://youtube.com/channel/UC3I1iohrGzxep0p8r1Osw3w
225,unknownboyvarun,Música y baile,24700000.0,India,1300000.0,119600.0,154.0,http://youtube.com/channel/UC4DLvb5xZ9OLcVM1KC_R97g
226,TsurikiShow,,24700000.0,India,604600.0,9500.0,8.0,http://youtube.com/channel/UCymK_3BWUcoYVVf5D_GmACQ
227,1theK,Música y baile,24700000.0,Indonesia,10100.0,595.0,29.0,http://youtube.com/channel/UCweOkPb1wVVH0Q0Tlj4a5Pw
228,DianaRomaARA,Animación,24600000.0,Unknown,1200000.0,5100.0,0.0,http://youtube.com/channel/UCtm3DGXkWqAUQZMHl97SVxA
229,shfashowindia,Vlogs diarios,24600000.0,Unknown,1300000.0,8800.0,0.0,http://youtube.com/channel/UCNvYCW3cMbkWy2g2v4Wb6xw
230,kidschannelindia,Música y baile,24400000.0,Unknown,80300.0,385.0,0.0,http://youtube.com/channel/UCR1hQY5sz5NEYofdv09XimA
231,goldmineshindi,,24400000.0,India,12500.0,139.0,3.0,http://youtube.com/channel/UCs570zdFq_NNA5OcV8chnHw
232,Venus_Movies,,24400000.0,India,39100.0,425.0,10.0,http://youtube.com/channel/UCpcsv3Ow-8IhoUGDEfPetsQ
233,netdmuzik,Música y baile,24400000.0,Turquía,6100.0,158.0,34.0,http://youtube.com/channel/UCR5wZcXtOUka8jTA57flzMg
234,TheElenaYa,"Animación, Juguetes",24400000.0,Unknown,611400.0,1100.0,0.0,http://youtube.com/channel/UCl_P0sCqxOdQpMwuajdXkRg
235,rug,"Videojuegos, Humor",24300000.0,Estados Unidos,3200000.0,85300.0,5100.0,http://youtube.com/channel/UCilwZiBBfI9X6yiZRzWty8Q
236,kimpro828,,24300000.0,Indonesia,2300000.0,55300.0,403.0,http://youtube.com/channel/UCiVs2pnGW5mLIc1jS2nxhjg
237,suntv,,24300000.0,India,15300.0,457.0,2.0,http://youtube.com/channel/UCBnxEdpoZwstJqC1yZpOjRA
238,DJSnake,Música y baile,24300000.0,India,16700.0,846.0,19.0,http://youtube.com/channel/UC_x8HoD18XJkILQBreVENUQ
239,alanbecker,"Animación, Videojuegos",24300000.0,Estados Unidos,7600000.0,582600.0,5900.0,http://youtube.com/channel/UCbKWv2x9t6u8yZoB3KcPtnw
240,MayaAndMary,Animación,24100000.0,Unknown,134600.0,0.0,0.0,http://youtube.com/channel/UC50vBAtklUoJF1Wx5q0pmuw
241,sagawa,,24100000.0,Estados Unidos,408800.0,13300.0,55.0,http://youtube.com/channel/UCWaOde99oeUVoXbIj3SNu9g
242,juandediospantojaa,"Música y baile, Películas",24000000.0,México,3000000.0,133200.0,3600.0,http://youtube.com/channel/UCzoUWqjCbcfWFdOMvoep8FA
243,EnriqueIglesias,Música y baile,23900000.0,Estados Unidos,21800.0,2000.0,142.0,http://youtube.com/channel/UC-6czyMkxDi8E8akPl0c7_w
244,JamesCharles,"Belleza, Moda",23900000.0,Estados Unidos,964500.0,62300.0,1100.0,http://youtube.com/channel/UCucot-Zp428OwkyRm2I7v2Q
245,MrMaxLife,Videojuegos,23900000.0,Rusia,824200.0,19300.0,3000.0,http://youtube.com/channel/UC_8PAD0Qmi6_gpe77S1Atgg
246,TroomTroom,"Animación, Juguetes",23900000.0,Unknown,62900.0,1200.0,15.0,http://youtube.com/channel/UCWwqHwqLSrdWMgp5DZG5Dzg
247,PeppaPigEspanolLatinoOficial,"Películas, Juguetes",23800000.0,Unknown,604400.0,1700.0,0.0,http://youtube.com/channel/UCrreHSUa5rnuCVDeO8dX4eA
248,misskaty1133,"Videojuegos, Juguetes",23700000.0,Rusia,1300000.0,15200.0,1000.0,http://youtube.com/channel/UCcartHVtvAUzfajflyeT_Gg
249,Ninja,"Animación, Videojuegos",23700000.0,Estados Unidos,204600.0,8700.0,141.0,http://youtube.com/channel/UCAW-NpUFkMyCNrvRSSGIvDQ
250,NickyJamTV,"Música y baile, Películas",23700000.0,Colombia,15800.0,1200.0,58.0,http://youtube.com/channel/UCpb_iJuhFe8V6rQdbNqfAlQ
251,NickyJamTV,"Música y baile, Películas",23700000.0,Colombia,15800.0,1200.0,58.0,http://youtube.com/channel/UCpb_iJuhFe8V6rQdbNqfAlQ
252,Azhan5star,,23600000.0,India,4000000.0,181100.0,407.0,http://youtube.com/channel/UCY-at5vWhDoMJ8y0kIPFwDA
253,ishaanali11,Vlogs diarios,23500000.0,India,3400000.0,242900.0,467.0,http://youtube.com/channel/UCN4NflpHqLeHQZ91kTUVCBw
254,ValentinaPontesofc,,23500000.0,Brasil,730200.0,2700.0,0.0,http://youtube.com/channel/UC0ebPa2q1rwZVN7dYemunUQ
255,Jelly,"Animación, Videojuegos",23500000.0,Estados Unidos,156400.0,5800.0,266.0,http://youtube.com/channel/UC0DZmkupLYwc0yDsfocLh0A
256,toyorbabytv,Música y baile,23500000.0,Unknown,111400.0,0.0,0.0,http://youtube.com/channel/UCHAbNxkU837UAkZ-OPtdUUw
257,SesameStreet,,23400000.0,Unknown,364800.0,971.0,0.0,http://youtube.com/channel/UCoookXUzPciGrEZEXmh4Jjg
258,TED,,23400000.0,Estados Unidos,43900.0,954.0,64.0,http://youtube.com/channel/UCAuUUnT6oDeKwE6v1NGQxug
259,GMMGrammy,Música y baile,23400000.0,Tailandia,2900.0,96.0,3.0,http://youtube.com/channel/UCG9gfnA5UDoLvz-tC9B-HKw
260,WaveMusicBhojpuri,Música y baile,23400000.0,India,8400.0,154.0,7.0,http://youtube.com/channel/UCYLlkv4hivYJlOk6Lo-RHNQ
261,TuzelityOfficial,,23300000.0,India,3200000.0,96600.0,673.0,http://youtube.com/channel/UCVRqK0tS3B8pVog1HwCR4pg
262,whitehillmusic,Música y baile,23300000.0,India,15300.0,659.0,5.0,http://youtube.com/channel/UCopY0NAzASqmD6eVaRj2TFQ
263,VaniaManiaKids,"Animación, Juguetes",23300000.0,Unknown,325000.0,599.0,0.0,http://youtube.com/channel/UCLbyJSPEe2lx3jY-G0CFR3g
264,TechnicalGuruji,,23300000.0,India,169500.0,7600.0,455.0,http://youtube.com/channel/UCOhHO2ICt0ti9KAh-QHvttQ
265,CuteAnimalsTV.,,23200000.0,Unknown,3400.0,9.0,0.0,http://youtube.com/channel/UCWlK0s4T4gyLavYiQTpSzKQ
266,BabyBusES,"Películas, Animación",23200000.0,Unknown,80000.0,332.0,0.0,http://youtube.com/channel/UCy_rxpSt8DMagOUFA9Q-t1A
267,DrossRotzank,,23100000.0,México,1700000.0,105900.0,3900.0,http://youtube.com/channel/UCNYW2vfGrUE6R5mIJYzkRyQ
268,capitanyolotroll,"Animación, Humor",23100000.0,México,3200000.0,189300.0,827.0,http://youtube.com/channel/UCQ8TuCvcDMepleXFyOQfyOQ
269,LikeNastya_PRT,,23000000.0,Unknown,441000.0,2500.0,0.0,http://youtube.com/channel/UCtyr6UXUdZJJHuWGKzoiLfg
270,ZachChoi,Vlogs diarios,23000000.0,Estados Unidos,142200.0,3000.0,162.0,http://youtube.com/channel/UCI78AdiI6f7VKhqW1i4B3Rw
271,GoldminesCineplex,,23000000.0,India,11800.0,129.0,2.0,http://youtube.com/channel/UCCrw5RBWF9i8VPt4IxL8IsQ
272,DangalTVChannel,,23000000.0,India,91900.0,2100.0,16.0,http://youtube.com/channel/UCNzmmbXIbMzlqE8nD1PBXfg
273,AmiRodrigueZZ,"Animación, Humor",22900000.0,Colombia,4300000.0,294400.0,1300.0,http://youtube.com/channel/UCwohKbRK2QnojtLh3p7xwaA
274,Yoeslan,,22900000.0,India,2400000.0,49700.0,81.0,http://youtube.com/channel/UCVtD5iA4rUuOK5cQrB_o4ow
275,sia,"Música y baile, Películas",22900000.0,Estados Unidos,0.0,0.0,0.0,http://youtube.com/channel/UCN9HPn2fq-NL8M5_kp4RWZQ
276,vladandnikiarab2,Animación,22800000.0,Unknown,982900.0,4800.0,0.0,http://youtube.com/channel/UCP9MW9ATjUwwulqEYTbp-Mw
277,invictorgs3,"Animación, Videojuegos",22800000.0,México,806400.0,25500.0,418.0,http://youtube.com/channel/UChOQkbLHWi3zSCUjT7Kjd1g
278,Kidibli,"Animación, Juguetes",22800000.0,Unknown,138500.0,2400.0,0.0,http://youtube.com/channel/UCVEDZVtA5NUtjxSXHjtvkag
279,StokesTwins,"Videojuegos, Humor",22700000.0,Estados Unidos,11700000.0,235000.0,10000.0,http://youtube.com/channel/UCbp9MyKCTEww4CxEzc_Tp0Q
280,vladandnikispain,,22700000.0,Unknown,1000000.0,3000.0,0.0,http://youtube.com/channel/UCZLl7vfqlRjVL4YBHGmLVvQ
281,mmoshaya,,22700000.0,Arabia Saudita,1100000.0,14100.0,835.0,http://youtube.com/channel/UCPOw2O3_uZ1doro9iR4x6vw
282,SSundee,"Animación, Videojuegos",22700000.0,Estados Unidos,1700000.0,59800.0,1800.0,http://youtube.com/channel/UCke6I9N4KfC968-yRcd5YRg
283,souravjoshivlogs7028,Vlogs diarios,22700000.0,India,5600000.0,382300.0,8900.0,http://youtube.com/channel/UCjvgGbPPn-FgYeguc5nxG4A
284,THECHAINSMOKERS,"Música y baile, Películas",22700000.0,Estados Unidos,38900.0,1800.0,76.0,http://youtube.com/channel/UCq3Ci-h945sbEYXpVlw7rJg
285,ZachKing,"Películas, Humor",22600000.0,Estados Unidos,4900000.0,238500.0,522.0,http://youtube.com/channel/UCq8DICunczvLuJJq414110A
286,BenAzelart,"Videojuegos, Humor",22500000.0,Estados Unidos,3700000.0,44900.0,2700.0,http://youtube.com/channel/UCwVg9btOceLQuNCdoQk9CXg
287,DUDUeCAROL,,22500000.0,Brasil,964300.0,29200.0,89.0,http://youtube.com/channel/UC371icpvZj2oQaocL0i9L-g
288,fgteev,"Películas, Videojuegos",22500000.0,Estados Unidos,826800.0,10300.0,2100.0,http://youtube.com/channel/UCC-RHF_77zQdKcA75hr5oTQ
289,VillageCookingChannel,,22500000.0,India,21500000.0,321500.0,5900.0,http://youtube.com/channel/UCk3JZr7eS3pg5AGEvBdEvFg
290,dednahype,,22400000.0,Estados Unidos,598300.0,10400.0,25.0,http://youtube.com/channel/UCNRl8nOCoUvki2FNFxQZgEg
291,disneyla,"Películas, Animación",22400000.0,Unknown,89100.0,105.0,0.0,http://youtube.com/channel/UCq3zaHCaZtb3TtNwwz0PK2w
292,smilefamily363,"Animación, Juguetes",22400000.0,Unknown,7600.0,45.0,0.0,http://youtube.com/channel/UCjZ-Ekz7JDN6GDXwusvSHvg
293,NetflixIndiaOfficial,,22300000.0,India,61400.0,1400.0,111.0,http://youtube.com/channel/UCZSNzBgFub_WWil6TOTYwAg
294,BeatboxJCOP,,22300000.0,India,1600000.0,0.0,727.0,http://youtube.com/channel/UCdX5KXiCTPYWYZscfphgQ4g
295,LIVCrime,,22300000.0,India,19400.0,249.0,16.0,http://youtube.com/channel/UCzXpAx4v6rFLYXkJZ5nmSvQ
296,rotanamusic,Música y baile,22300000.0,Arabia Saudita,2100000.0,12600.0,321.0,http://youtube.com/channel/UCNhqvQMXIgRfjAGmxQqdNRw
297,RAFAELUIZOFICIAL,"Películas, Animación",22100000.0,Brasil,671700.0,30500.0,522.0,http://youtube.com/channel/UC6paX0kLA8D81aYogceMufw
298,NatGeo,,22100000.0,Estados Unidos,42200.0,871.0,38.0,http://youtube.com/channel/UCpVm7bg6pXKo1Pr6k5kxG9A
299,williesalim,"Películas, Humor",21900000.0,Indonesia,396200.0,0.0,2800.0,http://youtube.com/channel/UCPCaXSwaos-QI03iZtx8I6g
300,SMOL_official,,21900000.0,India,114500.0,2600.0,5.0,http://youtube.com/channel/UCBBZ7No0AzEJ3qiatjSa-mg
301,alfredolarin,,21900000.0,El Salvador,12900000.0,707600.0,2100.0,http://youtube.com/channel/UCd5ApCORQsMOZZz5E9oVeFA
302,TlnovelasOficial,"Música y baile, Animación",21900000.0,México,5500.0,152.0,5.0,http://youtube.com/channel/UCKyU-wd-KY4PMOcOpPQgQcw
303,royaltyfam,Humor,21900000.0,Estados Unidos,4700000.0,67000.0,6600.0,http://youtube.com/channel/UCja7QUMRG9AD8X2F_vXFb9A
304,EvaBravoPlay,"Animación, Juguetes",21800000.0,Unknown,332800.0,1300.0,0.0,http://youtube.com/channel/UCvYhgH0hXziSz9IyPztzUug
305,infinite,"Videojuegos, Humor",21700000.0,Estados Unidos,884800.0,45700.0,1400.0,http://youtube.com/channel/UC_hSjGOO67A6gIDUcyuv_8A
306,MartaAndRustam,,21700000.0,India,4099999.9999999995,65900.0,52.0,http://youtube.com/channel/UCm-Qr3k89gtXcuv2jL29XFw
307,khangsresearchcentre1685,Educación,21700000.0,India,7300000.0,501700.0,17000.0,http://youtube.com/channel/UCatL-c6pmnjzEOHSyjn-sHA
308,gmapublicaffairs,Noticias y Política,21700000.0,Filipinas,4300.0,68.0,2.0,http://youtube.com/channel/UCj5RwDivLksanrNvkW0FB4w
309,vladandnikidn,"Música y baile, Películas",21700000.0,Unknown,529400.0,1300.0,0.0,http://youtube.com/channel/UCgG9IWOPcCIfQoI00xQBUbg
310,beckyg,Música y baile,21500000.0,Estados Unidos,0.0,0.0,0.0,http://youtube.com/channel/UCgtNC51EUSgcZ6kKyVoPxKA
311,Priyal_Kukreja,Vlogs diarios,21500000.0,India,7700000.0,224600.0,510.0,http://youtube.com/channel/UCzEAWIWMigRBbulQ6yVlilg
312,BaimPaula,"Música y baile, Películas",21300000.0,Indonesia,352500.0,12600.0,773.0,http://youtube.com/channel/UC5xAPCVizxOfnMECMXkal2Q
313,BraveWilderness,,21100000.0,Estados Unidos,635400.0,14400.0,862.0,http://youtube.com/channel/UC6E2mP01ZLH_kbAyeazCNdg
314,buzzfeedtasty,Comida y bebida,21100000.0,Estados Unidos,84300.0,3200.0,34.0,http://youtube.com/channel/UCJFp8uSYCjXOMnkUyb3CQ3Q
315,fatosdesconhecidos,Ciencia y tecnología,21100000.0,Brasil,92900.0,10200.0,407.0,http://youtube.com/channel/UCbAiIkPobUFy71zlmwVw3jw
316,lyricalemonade,"Música y baile, Animación",21100000.0,Estados Unidos,2800000.0,127300.0,5800.0,http://youtube.com/channel/UCtylTUUVIGY_i5afsQYeBZA
317,MrVivekBindra,Educación,21100000.0,India,56900.0,3100.0,17.0,http://youtube.com/channel/UCR-foyF-C6VuAlwy3KZMkgA
318,VijayTelevision,,21100000.0,India,99500.0,1500.0,18.0,http://youtube.com/channel/UCvrhwpnp2DHYQ1CbXby9ypQ
319,kurzgesagt,Educación,21100000.0,Estados Unidos,4900000.0,253500.0,14000.0,http://youtube.com/channel/UCsXVk37bltHxD1rDPwtNM8Q
320,romeo,Música y baile,21100000.0,Estados Unidos,3200000.0,53900.0,1600.0,http://youtube.com/channel/UCyxbZF7_PK4nLiexj0kkCNg
321,corbuzier,,21000000.0,Indonesia,2100000.0,44400.0,4700.0,http://youtube.com/channel/UCYk4LJI0Pr6RBDWowMm-KUw
322,NBA,Deportes,20900000.0,Estados Unidos,46400.0,1000.0,55.0,http://youtube.com/channel/UCWJ2lWNubArHWmf3FIHbfcQ
323,JasonDerulo,Música y baile,20800000.0,Estados Unidos,80500.0,3100.0,35.0,http://youtube.com/channel/UCe3yZzUwpmy2eKKmF9svX0Q
324,KiddiestvHindi,Educación,20800000.0,Unknown,17700.0,66.0,0.0,http://youtube.com/channel/UCvEAgG7WzPZnZkf9iOV_YCg
325,avicii,"Música y baile, Películas",20700000.0,Estados Unidos,0.0,0.0,0.0,http://youtube.com/channel/UCPHjpfnnGklkRBBTd0k6aHg
326,5MinuteCraftsDIY,Música y baile,20700000.0,India,14600.0,110.0,4.0,http://youtube.com/channel/UC2etEuPIfohP4P53wM0KImA
327,NinjaKidz,Videojuegos,20700000.0,Estados Unidos,289800.0,6600.0,217.0,http://youtube.com/channel/UCpZ88DWlKW0H_AYDaUZptcw
328,7clouds,Música y baile,20700000.0,Estados Unidos,92100.0,1200.0,74.0,http://youtube.com/channel/UCNqFDjYTexJDET3rPDrmJKg
329,LinkinPark,Música y baile,20700000.0,Estados Unidos,73700.0,7100.0,134.0,http://youtube.com/channel/UCZU9T1ceaOgwfLRq7OKFU4Q
330,Mnet,,20700000.0,Estados Unidos,34400.0,3500.0,168.0,http://youtube.com/channel/UCbD8EppRX3ZwJSou-TVo90A
331,BabyBusID,"Películas, Humor",20600000.0,Unknown,285400.0,744.0,0.0,http://youtube.com/channel/UC5v3gjCQLFeg8eBXO7ShdpQ
332,-genevievesplayhouse1465,Educación,20600000.0,Unknown,513400.0,3100.0,0.0,http://youtube.com/channel/UCJhSN5ic1QXn1doXzdiiCGQ
333,JoseComilaoTotoy,Animación,20600000.0,Unknown,199000.0,5000.0,0.0,http://youtube.com/channel/UCy7whoHQXzhYxp9AQmrPFVw
334,jakepaul,Fitness,20500000.0,Estados Unidos,172400.0,7500.0,127.0,http://youtube.com/channel/UCcgVECVN4OKV6DH1jLkqmcA
335,somoynews360,Vlogs diarios,20500000.0,Bangladesh,7400.0,196.0,4.0,http://youtube.com/channel/UCxHoBXkY88Tb8z1Ssj6CWsQ
336,SlivkiShow,Videojuegos,20500000.0,Rusia,2500000.0,154200.0,6800.0,http://youtube.com/channel/UCU_yU4xGT9hrVFo6euH8LLw
337,Miawaug,Videojuegos,20500000.0,Indonesia,748400.0,29300.0,2000.0,http://youtube.com/channel/UC3J4Q1grz46bdJ7NJLd4DGw
338,EmiwayBantai,Música y baile,20500000.0,India,892800.0,95600.0,5500.0,http://youtube.com/channel/UCHmk8iNJHvf5mGN6_pkPc7g
339,PragatiVermaaShorts,,20500000.0,India,2800000.0,134300.0,1400.0,http://youtube.com/channel/UCZcR0eG70cbq044cb_OH3Qw
340,Cookieswirlc,Videojuegos,20500000.0,Estados Unidos,147000.0,2000.0,482.0,http://youtube.com/channel/UCelMeixAOTs2OQAAi9wU8-g
341,gottalentglobal,,20400000.0,Estados Unidos,222500.0,1200.0,71.0,http://youtube.com/channel/UCe_Fx4EZAgKjDz0aQ_Y7hSA
342,triggeredinsaan,Humor,20400000.0,India,11100000.0,1400000.0,38000.0,http://youtube.com/channel/UCfLuT3JwLx8rvHjHfTymekw
343,SonyAATH,"Viajes, Espectáculos",20400000.0,Bangladesh,89500.0,782.0,49.0,http://youtube.com/channel/UCBz9qbqujcjIavFmBJW2oZw
344,IShowSpeed,"Videojuegos, Humor",20300000.0,Estados Unidos,2500000.0,101600.0,5000.0,http://youtube.com/channel/UCWsDFcIhY2DBi3GB5uykGXA
345,RobinHoodGamer1,"Animación, Videojuegos",20300000.0,Brasil,465800.0,17000.0,533.0,http://youtube.com/channel/UCYtaoJSk9iIrFxx8eZB15ag
346,5MinuteCraftsPLAY,Películas,20300000.0,India,14300.0,106.0,5.0,http://youtube.com/channel/UC57XAjJ04TY8gNxOWf-Sy0Q
347,marvel,"Películas, Animación",20300000.0,Estados Unidos,94400.0,5200.0,216.0,http://youtube.com/channel/UCvC4D8onUfXzvjTOM-dBfEA
348,rkddigital,,20200000.0,India,694400.0,6300.0,90.0,http://youtube.com/channel/UCjBwQ6M9QyCgO5Pp-TQRFUA
349,greengoldtv,,20100000.0,Unknown,42000.0,930.0,0.0,http://youtube.com/channel/UCiBigY9XM-HaOxUc269ympg
350,gordonramsay,"Comida y bebida, Salud y autoayuda",20100000.0,Estados Unidos,114900.0,2800.0,117.0,http://youtube.com/channel/UCIEv3lZ_tNXHzL3ox-_uUGQ
351,BuzzFeedVideo,Comida y bebida,20100000.0,Estados Unidos,15500.0,377.0,8.0,http://youtube.com/channel/UCpko_-a4wgz2u_DgDgd9fqA
352,unboxtherapy,Diseño/arte,20100000.0,Estados Unidos,178500.0,7300.0,140.0,http://youtube.com/channel/UCsTcErHg8oDvUnTzoqsYeNw
353,gusttavolimaoficial,Música y baile,20100000.0,Brasil,131000.0,6000.0,88.0,http://youtube.com/channel/UCXooz9whNJZBRTHi9AqdjPw
354,AuthenticGames,"Películas, Videojuegos",20100000.0,Brasil,20100.0,2200.0,34.0,http://youtube.com/channel/UCIPA6iWNaoetaa1T46RkzXw
355,bobbyprankster,,20100000.0,India,2900000.0,223500.0,226.0,http://youtube.com/channel/UC5apxzE3aEOpvP0XkeuW8mw
356,pencilmation,"Animación, Humor",20100000.0,Estados Unidos,179700.0,1500.0,88.0,http://youtube.com/channel/UCUAL--p3qAa27luR0IYbjZA
357,PinkPanther,"Películas, Animación",20100000.0,Unknown,274200.0,1700.0,0.0,http://youtube.com/channel/UCFeUyPY6W8qX8w2o6oSiRmw
358,ASGamingsahil,,20100000.0,India,227400.0,22500.0,618.0,http://youtube.com/channel/UCMrvxKTx9hLhZcOvJkYOnAw
359,React,Humor,20100000.0,Estados Unidos,133300.0,5400.0,214.0,http://youtube.com/channel/UC0v-tlzsn0QZwJnkiaUSJVQ
360,PTXofficial,Música y baile,20100000.0,Estados Unidos,0.0,0.0,0.0,http://youtube.com/channel/UCmv1CLT6ZcFdTJMHxaR9XeA
361,VEVO,Música y baile,20100000.0,Estados Unidos,9500.0,519.0,7.0,http://youtube.com/channel/UC2pmfLm7iq6Ov1UwYrWYkZA
362,goldminesgreatindiancomedy2048,,20000000.0,India,5800.0,39.0,2.0,http://youtube.com/channel/UC76Yc75RGWonijH02CIhPaw
363,BGT,"Música y baile, Películas",19900000.0,Reino Unido,40800.0,576.0,28.0,http://youtube.com/channel/UCUtZaxDF3hD5VK4xRYFBePQ
